model,domain,contrast_type,fixed_age,fixed_race,fixed_sex,profile_a,profile_b,jsd_point,jsd_bootstrap_mean,ci_lo,ci_hi,n_a,n_b,source_sha256_a,source_sha256_b
qwen3-vl-32b-instruct,mri,man_vs_woman,65,r,,65rm,65rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,63a44942182cf98947665fe567882b3dfee6479491b4689fcc463301d6e7ffa4,af6982a6d98bae390fe65df685a07c249a30b74996eeb32313307382786c348f
qwen3-vl-32b-instruct,mri,age_32_vs_65,,w,m,32wm,65wm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,7982d3177460f5f28c4cee6104ae80d3ade20ce43551cdf614b909e47bbc77c2,b9beff1610d0f460300ccfa699a88e7a69ea1a963a76c50f568c70cd74bb2d74
qwen3-vl-32b-instruct,mri,age_32_vs_65,,w,f,32wf,65wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,c8c9234e97c03c6ca3575eda9ca88fd35080da6a77de95d82dac0a2e4261a81a,ad4080441dd3f342bee7e83596b70117da12afb272ae9401da37bc3af91231e1
qwen3-vl-32b-instruct,mri,age_32_vs_65,,b,m,32bm,65bm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,c8a003fdb6003dcdc67e400d396ce5b9825a4e5fb88b75d0077cd77f78f23ff7,4b15e16b6a76a9236b308cdce3b4aa8323086f6c2ae601e66406941ea330fbf9
qwen3-vl-32b-instruct,mri,age_32_vs_65,,b,f,32bf,65bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,70bcd3d3cbd7ba26fe07c1dc86648094f9d6d62f91beeb37d4d13e45677fe4d9,18f9e059a9deb5a83bfe8b5ddd28548aedcdd3d8381c66d6a1b55e86ff82d854
qwen3-vl-32b-instruct,mri,age_32_vs_65,,r,m,32rm,65rm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,63c215a14cf5422db4f5126db094ce18793ca25942f1886544e450996d124bd5,63a44942182cf98947665fe567882b3dfee6479491b4689fcc463301d6e7ffa4
qwen3-vl-32b-instruct,mri,age_32_vs_65,,r,f,32rf,65rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,e130169b217e6be919923ebd23c0243b55f70180113d9bbacf29d5b4d623f1a4,af6982a6d98bae390fe65df685a07c249a30b74996eeb32313307382786c348f
qwen3-vl-32b-instruct,xray,white_vs_Black,32,,m,32wm,32bm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,69d5354b6f41bb690a78823f357d28fad9f210ba8d83d334282e9bfa48049fcd,e4f5dcf8686904680a269afa6b7f41cc5fb83cc70b00920689332bb86bf7ce49
qwen3-vl-32b-instruct,xray,white_vs_Black,32,,f,32wf,32bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,8766b457c195d6ac12c1af246135541d265dc9b160668dc1584e914561778cd5,4919ca37dbd26fcf54b34328604071db1d46ff411aacc498b91f2abff9077790
qwen3-vl-32b-instruct,xray,white_vs_Black,65,,m,65wm,65bm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,e8c0f95f0686707161937a365837645883dcc754ddf59956793ef0cf45e2a4a6,f4827e19f2ef22f7e0276e324d10ebab1fb509debe88bdcd5a01da5ea113526a
qwen3-vl-32b-instruct,xray,white_vs_Black,65,,f,65wf,65bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,a6b353e6d8f4fb6ac00e98c5a3eacbdbd40e65979a92b14e058355c73d1d95cf,1b93a7f7b47a02fb0135d9f12eeff19cc920990f044c41d61418d2064573a8f3
qwen3-vl-32b-instruct,xray,man_vs_woman,32,w,,32wm,32wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,69d5354b6f41bb690a78823f357d28fad9f210ba8d83d334282e9bfa48049fcd,8766b457c195d6ac12c1af246135541d265dc9b160668dc1584e914561778cd5
qwen3-vl-32b-instruct,xray,man_vs_woman,32,b,,32bm,32bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,e4f5dcf8686904680a269afa6b7f41cc5fb83cc70b00920689332bb86bf7ce49,4919ca37dbd26fcf54b34328604071db1d46ff411aacc498b91f2abff9077790
qwen3-vl-32b-instruct,xray,man_vs_woman,32,r,,32rm,32rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,732131d39b9a9abf7fa32c85578cab31f66600a5d725dd622cbf647b929e10bc,ccac835aa24785f920ca0d2ab98132c130f989e302ccd63c0c25ae58e4c86722
qwen3-vl-32b-instruct,xray,man_vs_woman,65,w,,65wm,65wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,e8c0f95f0686707161937a365837645883dcc754ddf59956793ef0cf45e2a4a6,a6b353e6d8f4fb6ac00e98c5a3eacbdbd40e65979a92b14e058355c73d1d95cf
qwen3-vl-32b-instruct,xray,man_vs_woman,65,b,,65bm,65bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,f4827e19f2ef22f7e0276e324d10ebab1fb509debe88bdcd5a01da5ea113526a,1b93a7f7b47a02fb0135d9f12eeff19cc920990f044c41d61418d2064573a8f3
qwen3-vl-32b-instruct,xray,man_vs_woman,65,r,,65rm,65rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,44f3804282b58acf80cb8608f0a2b169d12f34a473ac9e9d7c017f8670f67e69,47aef0da5c681ac54a361a23c36b4b223e901ccbd3d6236bcf01669a63d4da79
qwen3-vl-32b-instruct,xray,age_32_vs_65,,w,m,32wm,65wm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,69d5354b6f41bb690a78823f357d28fad9f210ba8d83d334282e9bfa48049fcd,e8c0f95f0686707161937a365837645883dcc754ddf59956793ef0cf45e2a4a6
qwen3-vl-32b-instruct,xray,age_32_vs_65,,w,f,32wf,65wf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,8766b457c195d6ac12c1af246135541d265dc9b160668dc1584e914561778cd5,a6b353e6d8f4fb6ac00e98c5a3eacbdbd40e65979a92b14e058355c73d1d95cf
qwen3-vl-32b-instruct,xray,age_32_vs_65,,b,m,32bm,65bm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,e4f5dcf8686904680a269afa6b7f41cc5fb83cc70b00920689332bb86bf7ce49,f4827e19f2ef22f7e0276e324d10ebab1fb509debe88bdcd5a01da5ea113526a
qwen3-vl-32b-instruct,xray,age_32_vs_65,,b,f,32bf,65bf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,4919ca37dbd26fcf54b34328604071db1d46ff411aacc498b91f2abff9077790,1b93a7f7b47a02fb0135d9f12eeff19cc920990f044c41d61418d2064573a8f3
qwen3-vl-32b-instruct,xray,age_32_vs_65,,r,m,32rm,65rm,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,732131d39b9a9abf7fa32c85578cab31f66600a5d725dd622cbf647b929e10bc,44f3804282b58acf80cb8608f0a2b169d12f34a473ac9e9d7c017f8670f67e69
qwen3-vl-32b-instruct,xray,age_32_vs_65,,r,f,32rf,65rf,0.000000000000,0.000000000000,0.000000000000,0.000000000000,100,100,ccac835aa24785f920ca0d2ab98132c130f989e302ccd63c0c25ae58e4c86722,47aef0da5c681ac54a361a23c36b4b223e901ccbd3d6236bcf01669a63d4da79
